Points Used, Total X Movement (cm), Total Y Movement (cm), Total R Movement (cm), Original Number of Points
6.333,35.767156426763435,13.803817801540507,38.33842543395192
6.347,34.943019964580905,13.980997525350343,37.63619183776372
6.36,34.08230257835916,14.182011554250089,36.91521096740083
6.373,33.29908803225129,14.38117456087499,36.2718547296658
6.387,32.68354999192532,14.556849045488551,35.7787128640456
6.4,32.28769386186541,14.695439295893397,35.47465448763143
6.413,32.11895140825091,14.793655468106971,35.36211647617594
6.427,32.14261975651325,14.858552482320377,35.410797600190605
6.44,32.2923497849483,14.905327107139644,35.566341262551624
6.453,32.48629018637646,14.953345259722646,35.76257239810818
6.467,32.645407046374565,15.021263792434514,35.93551122699365
6.48,32.71014204132793,15.122320000415423,36.036619632795926
6.493,32.65201115451885,15.2608394689837,36.0422953449543
6.506,32.477881501863784,15.430759917646201,35.95721260728009
6.52,32.22625426790489,15.616536598588185,35.810720175314856
6.533,31.95659173495296,15.796274466948184,35.64752505223361
6.547,31.734197569534665,15.946435378420176,35.51546278257388
6.56,31.614084750466574,16.047103643687734,35.4536301379836
6.573,31.627452598057207,16.086642645134695,35.48345853259828
6.587,31.773805965412823,16.06467660717229,35.604052859481214
6.6,32.02051103773461,15.992669195917133,35.79215829099609
6.613,32.30995515778497,15.891877370915012,36.006735045964334
6.627,32.57280656080482,15.789029808296336,36.19780641882709
6.64,32.74450826248035,15.710592849092487,36.3183913330643
6.653,32.781379547769276,15.676830975027396,36.33705924362185
6.667,32.67270507754319,15.696964128083694,36.247763240267155
6.68,32.44597232775175,15.76654237718622,36.07388222557756
6.693,32.16381761367872,15.867729118007347,35.86496885330374
6.706,31.91297330772922,15.972590022842626,35.68699339223815
6.72,31.787215842808084,16.048846361396837,35.60888316935803
6.733,31.86763914793724,16.06700109089854,35.688863093660984
6.746,32.204240213744555,16.007402791833755,35.9631760539106
6.76,32.80265559474832,15.865755094925662,36.43811738824926
6.773,33.61894832829282,15.655829733283323,37.08555906735101
6.786,34.56379534092612,15.408658783836511,37.842868732247666
6.8,35.515574035525404,15.168168866411621,38.619028287009826
6.813,36.34006599026922,14.983942201706805,39.3080007133562
6.826,36.9131468181257,14.902400603366114,39.80781269750588
6.84,37.142190389718806,14.958081222253892,40.04106018573515
6.853,36.98211719827883,15.16672443698861,39.97132125180225
6.866,36.443025356041474,15.521604466987512,39.61078517690212
6.88,35.587960225822826,15.993949829299595,39.01678285272762
6.893,34.52128348871034,16.5375312769872,38.27804794454956
6.906,33.36991479660334,17.096686499069353,37.49463832043225
6.92,32.26107796768126,17.616361758085738,36.75749383770002
6.933,31.30081956092652,18.052318678054966,36.1334680710243
6.946,30.55735727071775,18.379569578370315,35.658949244985365
6.96,30.05230621601685,18.597390699968898,35.34125138911375
6.973,29.76123066806096,18.72987104914841,35.164455354736546
6.986,29.62310264730243,18.821773668115604,35.09682855282492
7.0,29.556493952927287,18.930361972742038,35.09907319586181
7.013,29.47903596055606,19.114609810431787,35.13377106672173
7.026,29.32610674519561,19.423723199298244,35.175297578749266
7.04,29.064954871355354,19.887055709343564,35.21741879326845
7.053,28.701482248013154,20.507267074657012,35.27496401279987
7.066,28.27846886120138,21.25799848276446,35.37759602668265
7.08,27.865804741647132,22.08652610910315,35.557245527004746
7.093,27.544932030130617,22.920959383758742,35.83425260301146
7.106,27.390858888984134,23.680739713529427,36.20823917364901
7.12,27.45555541652898,24.28861918211611,36.65712134093391
7.133,27.756196295230694,24.682061417056094,37.14310957061494
7.146,28.27065670472821,24.82214720572461,37.6213904902418
7.16,28.941124477670456,24.698552403178432,38.04743324909799
7.173,29.684988214884868,24.329897502033024,38.38153772033224
7.186,30.410653855048437,23.759604603717953,38.591795485784125
7.2,31.034942924396564,23.04817975476742,38.65729261508911
7.213,31.49843801180672,22.26342257759064,38.57216071277318
7.226,31.775618650267052,21.470348762856602,38.349260965576605
7.24,31.8777672494031,20.722552927202784,38.02126042923666
7.253,31.84817636263813,20.056365214849073,37.637270401254
7.266,31.7508260717186,19.488550465005723,37.25477896141111
7.28,31.655077822594144,19.017590720153304,36.92848099710781
7.293,31.619758756492644,18.62792221112044,36.6988913963671
7.306,31.68011504418125,18.29599499289073,36.58378222645168
7.32,31.840473185745836,17.996776733792316,36.57457731127139
7.333,32.07420078590434,17.70936621790888,36.63844985659899
7.346,32.33096737052916,17.420691281665476,36.72563050303312
7.36,32.54970871774005,17.126761927598146,36.78055888284391
7.373,32.674434535151676,16.83151932325688,36.75484614198626
7.386,32.66935972496376,16.54384221177481,36.61947268827319
7.4,32.52992856161589,16.273636534623034,36.373444960367046
7.413,32.28712668202789,16.0280719363602,36.046603714891845
7.426,32.00387068495077,15.80892136248163,35.69551419246093
7.44,31.763941337316872,15.611641545860582,35.393097081732584
7.453,31.655534494228238,15.42638154208332,35.21428845791439
7.466,31.752705575007845,15.240628625489375,35.22088971382211
7.48,32.09852215325513,15.042803804675504,35.44856937492641
7.493,32.69349379282625,14.825890553473862,35.898071913198265
7.506,33.49185913732943,14.590168668246136,36.53187170461688
7.52,34.40677213887845,14.34433014467998,37.27714817842531
7.533,35.32365189540607,14.104627210034742,38.035521449848396
7.546,36.11930536462716,13.892158828875028,38.69878934734102
7.559333333333334,35.91323716682155,13.896820286996636,38.50820974661708
7.572666666666667,35.70716896901595,13.901481745118243,38.31779104400085
7.586,35.501100771210346,13.906143203239852,38.12753565019179
7.599333333333334,35.29503257340474,13.91080466136146,37.93744602215939
7.612666666666667,35.08896437559913,13.915466119483069,37.7475246642021
7.626,34.88289617779353,13.920127577604676,37.5577741290337
7.639333333333334,34.67682797998793,13.924789035726285,37.36819701889772
7.652666666666667,34.47075978218232,13.929450493847893,37.178795986710995
7.666,34.26469158437672,13.9341119519695,36.98957373723677
7.679333333333334,34.058623386571114,13.938773410091109,36.800533028288484
7.692666666666667,33.85255518876551,13.943434868212718,36.61167667196498
7.706,33.6464869909599,13.948096326334326,36.42300753591794
7.719333333333333,33.4404187931543,13.952757784455933,36.23452854465258
7.732666666666667,33.234350595348694,13.957419242577542,36.04624268086243
7.746,33.02828239754309,13.96208070069915,35.85815298679911
7.759333333333333,32.82221419973749,13.966742158820757,35.67026256567829
7.772666666666667,32.61614600193188,13.971403616942366,35.48257458312245
7.7860000000000005,32.410077804126274,13.976065075063975,35.295092268641845
7.799333333333333,32.20400960632067,13.980726533185583,35.107818917154525
7.812666666666667,31.997941408515068,13.98538799130719,34.920757890546454
7.8260000000000005,31.79187321070946,13.990049449428799,34.73391261927295
7.839333333333333,31.585805012903855,13.994710907550408,34.54728660400253
7.852666666666667,31.37973681509825,13.999372365672015,34.360883417304244
7.8660000000000005,31.17366861729265,14.004033823793623,34.17470670537982
7.879333333333333,30.96760041948704,14.008695281915232,33.9887601898417
7.892666666666667,30.76153222168144,14.01335674003684,33.80304766953834
7.906000000000001,30.555464023875835,14.018018198158448,33.6175730224279
7.92,30.34939582607023,14.022679656280056,33.43234020750177
7.933,30.484681468103663,14.019311754868683,33.55379123574476
7.946,30.78557292635375,14.060676063899306,33.844558082175574
7.96,31.208138014211045,14.139812744501949,34.2619640821075
7.973,31.692592942137974,14.246317593680875,34.7473454004198
7.986,32.17373269276958,14.368163805484517,35.23624847407888
8.0,32.59188478995687,14.493722994058484,35.66929997056743
8.013,32.902363947793695,14.613605683593093,36.00170863207215
8.026,33.08175984616678,14.72197745485964,36.20965968772489
8.04,33.13005617409178,14.817110830605765,36.29252533876544
8.053,33.06841435103367,14.901084641525726,36.27068170279632
8.066,32.933288383479585,14.978712071076556,36.1795978288544
8.08,32.76820259760842,15.055932010562838,36.06156111685408
8.093,32.614895763273964,15.138004918565038,35.95678821257156
8.106,32.50555203332795,15.227892475013146,35.89567692942916
8.12,32.45751470653863,15.325162045146946,35.893604620254905
8.133,32.47129607723719,15.425649788434454,35.94907148079109
8.146,32.531988164441536,15.521961559725302,36.04527076598197
8.16,32.61349745571952,15.60471960360787,36.15449474410405
8.173,32.684511491067184,15.664309883372706,36.244280866531625
8.186,32.71485359906662,15.692780595361592,36.28394974120816
8.2,32.68093065318504,15.685508072728833,36.250219197377696
8.213,32.5692971745092,15.642288891401243,36.13087765614818
8.226,32.37786020533124,15.567628101534476,35.925991652056844
8.24,32.114810271939334,15.470150933074185,35.646691413015546
8.253,31.79585468306021,15.361237649236129,35.31209420499712
8.266,31.440643006384256,15.253134155346244,34.94527341738635
8.28,31.06934930656193,15.156894242306313,34.569291421804095
8.293,30.700208415359235,15.080542745481862,34.20417469030352
8.306,30.348448195990766,15.027806248517972,33.86536975359535
8.32,30.02661363487722,14.997648203598022,33.563774787962714
8.333,29.745858130789475,14.984690596853095,33.30701169754609
8.346,29.517490407308546,14.980435280470667,33.10129425170445
8.36,29.353985619709313,14.97504790058263,32.953126276376956
8.373,29.268818251964667,14.959364794893979,32.870143244793645
8.386,29.2748169720635,14.926747238102113,32.86065568210723
8.4,29.38119332923757,14.874443449404465,32.931802097358194
8.413,29.589843191823146,14.804218095010071,33.08660897585768
8.426,29.891845637993068,14.722150745505001,33.32062661804215
8.44,30.26519729579729,14.63766036400282,33.61909083073834
8.453,30.67467723048308,14.561952133158188,33.95565156380757
8.466,31.074354344578047,14.506179817854056,34.29350887325928
8.48,31.412699880387237,14.479654762285959,34.58927746875136
8.493,31.63966906943525,14.488407155977105,34.79917528822696
8.506,31.714603166318124,14.534324613619662,34.88642495256724
8.52,31.61349870466007,14.61497603732822,34.82830493896053
8.533,31.334177005884396,14.724099953958065,34.6212329082926
8.546,30.898185403640728,14.85262165701338,34.28262287696406
8.56,30.348826227498293,14.989983722479648,33.84894186510256
8.573,29.745434064458394,15.125542499606208,33.37023948955769
8.586,29.1547608033899,15.249801087518255,32.90222653122054
8.6,28.640927161455078,15.355308816102081,32.49751094323437
8.613,28.25572855892014,15.437142128767514,32.197694847599635
8.626,28.031064845833264,15.492971833576497,32.0276875941318
8.64,27.974890737528877,15.522797435678191,31.99299535844958
8.653,28.07142414480365,15.528476068656168,32.08018738306079
8.666,28.285531666138112,15.513184586655075,32.26035024074808
8.68,28.570398771117322,15.48093064738971,32.49502884519342
8.693,28.876952781753253,15.436181845768576,32.74376447409861
8.706,29.163172593170188,15.383625855700473,32.9719059225761
8.72,29.401461478966787,15.328024963497944,33.157115169760836
8.733,29.582672160388203,15.274098410896233,33.2931310395215
8.746,29.716073320520128,15.226362784584031,33.38992568482736
8.76,29.825390146087635,15.188883958502643,33.470226967727605
8.773,29.941863576640063,15.164936240534603,33.56323115585871
8.786,30.09588450371681,15.156612631584148,33.69696084997811
8.8,30.30904203795238,15.164469840925843,33.890989581520245
8.813,30.588319330974098,15.187310212001005,34.1511298637277
8.826,30.923697884283534,15.222192566347632,34.46723425755845
8.84,31.289690778492396,15.264725101752095,34.81460299135598
8.853,31.650472820202666,15.309633487746812,35.15874439270444
8.866,31.967491713369004,15.351529884559387,35.462515368214305
8.88,32.20789603239467,15.385750430938668,35.69411552562514
8.893,32.35192119573744,15.409095449628937,35.83416006593402
8.906,32.39757788965535,15.420308940826203,35.880203189876305
8.92,32.36154862365424,15.420174794024797,35.84761665717004
8.933,32.27600136158298,15.411180471404128,35.7665311068196
8.946,32.181906329209816,15.396790506281183,35.675429259874996
8.96,32.120207890544854,15.380462517525958,35.612727811624325
8.973,32.122694310293646,15.364606939299868,35.6081259848332
8.986,32.20451708076717,15.349721201117097,35.675549909671304
9.0,32.360010316192145,15.333910162511946,35.8092036847519
9.013,32.56280719518743,15.312937873053981,35.983641821457724
9.026,32.77037644576055,15.280852441137514,36.15801465408016
9.04,32.93218645568175,15.231105878938484,36.28381858414606
9.053,32.99993695347395,15.157978939639676,36.31473756572964
9.066,32.93783844819861,15.058041513946044,36.21665108586592
9.08,32.73086543382262,14.931350820124509,35.97575279769191
9.093,32.389275601279124,14.782121225174548,35.60303753742609
9.106,31.948402662050043,14.618687684565836,35.13412105454416
9.12,31.463651963785626,14.452714090412423,34.62430272911553
9.133,31.00157066646857,14.297743640331287,34.13975478811584
9.146,30.628638329802925,14.1673216266768,33.746503344962676
9.16,30.399874267073955,14.073014228140003,33.49928484190873
9.173333333333334,30.489723108541277,14.005538600047915,33.552620265978454
9.186666666666667,30.5795719500086,13.938062971955825,33.60624674158004
9.2,30.669420791475922,13.870587343863736,33.660162877626846
9.213333333333333,30.759269632943248,13.803111715771646,33.714367284440875
9.226666666666667,30.84911847441057,13.735636087679557,33.76885857386039
9.24,30.938967315877893,13.668160459587467,33.82363535934585
9.253333333333334,31.028816157345215,13.600684831495379,33.87869625608394
9.266666666666667,31.118664998812537,13.533209203403288,33.9340398810899
9.28,31.20851384027986,13.4657335753112,33.98966485330803
9.293333333333333,31.298362681747186,13.39825794721911,34.045569793710385
9.306666666666667,31.38821152321451,13.330782319127021,34.10175332539378
9.32,31.47806036468183,13.26330669103493,34.15821407367495
9.333333333333334,31.567909206149153,13.195831062942842,34.21495066618398
9.346666666666668,31.657758047616475,13.128355434850752,34.27196173295601
9.36,31.747606889083798,13.060879806758663,34.32924590652112
9.373333333333333,31.837455730551124,12.993404178666573,34.386801821992584
9.386666666666667,31.927304572018446,12.925928550574485,34.444628117153286
9.4,32.017153413485765,12.858452922482394,34.5027234325405
9.413333333333334,32.107002254953095,12.790977294390306,34.561086411528954
9.426666666666668,32.19685109642042,12.723501666298215,34.61971570041213
9.44,32.28669993788774,12.656026038206127,34.678609948481956
9.453333333333333,32.37654877935506,12.588550410114037,34.73776780810678
9.466666666666667,32.466397620822384,12.521074782021948,34.79718793480771
9.48,32.55624646228971,12.453599153929858,34.856868987333236
9.493333333333334,32.64609530375703,12.38612352583777,34.91680962773229
9.506666666666668,32.73594414522435,12.318647897745679,34.97700852142565
9.52,32.825792986691674,12.25117226965359,35.037464337275686
9.533333333333333,32.915641828158996,12.1836966415615,35.098175747654565
9.546666666666667,33.00549066962632,12.116221013469412,35.15914142851085
9.56,33.09533951109364,12.048745385377323,35.220360059434476
9.573333333333334,33.185188352560964,11.981269757285233,35.28183032372025
9.586666666666666,33.27503719402829,11.913794129193143,35.34355090842972
9.6,33.364886035495616,11.846318501101054,35.40552050445155
9.613333333333333,33.45473487696294,11.778842873008964,35.46773780656041
9.626666666666667,33.54458371843026,11.711367244916875,35.53020151347425
9.64,33.63443255989758,11.643891616824785,35.59291032791026
9.653333333333334,33.724281401364905,11.576415988732697,35.65586295663916
9.666666666666666,33.81413024283223,11.508940360640608,35.71905811053818
9.68,33.90397908429955,11.441464732548518,35.78249450464253
9.693333333333333,33.99382792576687,11.373989104456427,35.84617085819546
9.706666666666667,34.083676767234195,11.306513476364339,35.910085894696884
9.72,34.17352560870152,11.23903784827225,35.97423834195068
9.733333333333334,34.26337445016884,11.17156222018016,36.03862693211049
9.746666666666666,34.35322329163617,11.10408659208807,36.103250401724274
9.76,34.44307213310349,11.036610963995981,36.16810749177743
9.773333333333333,34.532920974570814,10.969135335903893,36.23319694773466
9.786666666666667,34.62276981603814,10.901659707811802,36.29851751958045
9.8,34.71261865750546,10.834184079719714,36.36406796185829
9.813333333333333,34.80246749897278,10.766708451627624,36.42984703370859
9.826666666666666,34.892316340440104,10.699232823535535,36.495853498905376
9.84,34.982165181907426,10.631757195443445,36.56208612589166
9.853333333333333,35.07201402337475,10.564281567351355,36.62854368781367
9.866666666666667,35.16186286484207,10.496805939259266,36.69522496255376
9.88,35.25171170630939,10.429330311167178,36.762128732762214
9.893333333333334,35.341560547776716,10.361854683075087,36.82925378588783
9.906666666666666,35.43140938924404,10.294379054982997,36.8965989142073
9.92,35.52125823071137,10.226903426890908,36.96416291485353
9.933333333333334,35.61110707217869,10.15942779879882,37.031944589842716
9.946666666666667,35.70095591364601,10.09195217070673,37.09994274610041
9.96,35.790804755113335,10.024476542614641,37.16815619548641
9.973333333333333,35.88065359658066,9.95700091452255,37.23658375481858
9.986666666666666,35.97050243804798,9.889525286430462,37.30522424589569
10.0,36.0603512795153,9.822049658338372,37.374076495519
10.013333333333334,36.150200120982625,9.754574030246282,37.44313933551309
10.026666666666667,36.24004896244995,9.687098402154195,37.5124116027454
10.040000000000001,36.32989780391727,9.619622774062105,37.581892139144976
10.053333333333333,36.41974664538459,9.552147145970014,37.651579791720096
10.066666666666666,36.509595486851914,9.484671517877924,37.721473412574994
10.08,36.59944432831924,9.417195889785837,37.791571858925614
10.093333333333334,36.689293169786566,9.349720261693747,37.861873993114415
10.106666666666667,36.77914201125389,9.282244633601657,37.93237868262426
10.120000000000001,36.86899085272121,9.214769005509568,38.00308480009143
10.133333333333333,36.95883969418853,9.147293377417478,38.07399122331768
10.146666666666667,37.048688535655856,9.07981774932539,38.14509683528149
10.16,37.13853737712318,9.0123421212333,38.21640052414841
10.173,37.2283862185905,8.94486649314121,38.287901183280596
10.186,36.62312717132563,9.03508729812832,37.72116443446423
10.2,35.81857425159959,9.124646209853505,36.96254090119275
10.213,34.89651461372193,9.204965265378348,36.09013878779812
10.226,33.9514229351448,9.269326739938041,35.19402701500365
10.24,33.075184361053935,9.313891246909638,34.361553961905834
10.253,32.342637491895815,9.338185260573411,33.6637476210385
10.266,31.800611184453448,9.344968834031487,33.14524572565129
10.28,31.4624209938375,9.339513344234698,32.81936081493064
10.293,31.30869831946341,9.328433346177592,32.66885763465336
10.306,31.294171554208237,9.318303118309595,32.65204352362826
10.32,31.3588596318908,9.3143296605341,32.712915101496776
10.333,31.441308931704725,9.319341229728488,32.793383910402
10.346,31.491169218670393,9.333286299532272,32.8451514216021
10.36,31.478624164896175,9.353334916052589,32.83882844083561
10.373,31.398912470299944,9.374553499315816,32.76849031659975
10.386,31.2712391408548,9.391009614504824,32.65090288160882
10.4,31.132556607431937,9.397078210626828,32.5198579303722
10.413,31.027744916715147,9.388682365492725,32.417099055542536
10.426,30.998423463828182,9.364217223553304,32.38195209453417
10.44,31.07284424802246,9.324972051234862,32.44189811675904
10.453,31.259013534567746,9.274968352108361,32.605995845655464
10.466,31.542440473898935,9.220250559482071,32.86241883107644
10.48,31.888885574032386,9.167775725633508,33.180553565443205
10.493,32.2514022696014,9.124127613846468,33.51719936196051
10.506,32.580061562417086,9.094312974998212,33.825536801329676
10.52,32.83221113927145,9.080877567241329,34.06488552285076
10.533,32.981053374744654,9.083511504974052,34.20906404695621
10.546,33.020735292337754,9.099212361847103,34.25149084131421
10.56,32.966930214115884,9.122961247829961,34.20594845449829
10.573,32.852878855991754,9.148765113406766,34.10295518319136
10.586,32.72183082983621,9.170848387726256,33.982681957242285
10.6,32.61757733219605,9.18475241330347,33.88607424762381
10.613,32.57513602535397,9.188126072016239,33.84613933354259
10.626,32.61356852895313,9.181059308464135,33.88121459183921
10.64,32.73240698563821,9.165907961176242,33.9915332961932
10.653,32.91235704106765,9.146662918285886,34.15969391753183
10.666,33.12001181350121,9.128007490506782,34.35484977806201
10.68,33.31545923141907,9.114265780205047,34.539682461084716
10.693,33.46107559502804,9.108460540894535,34.678633672640764
10.706,33.529592266968926,9.11166961080488,34.74559080927604
10.72,33.50973472333933,9.122802898881181,34.729351476242805
10.733,33.4083066471199,9.138832113426576,34.63572152309509
10.746,33.24839186538655,9.155412195054234,34.48589761185941
10.76,33.06419315509982,9.167756073696719,34.31163972217814
10.773,32.893733280321804,9.171578280341048,34.14843389189867
10.786,32.771059691862725,9.163916423135948,34.02821942943607
10.8,32.71963765499205,9.143672343253648,33.97324582954586
10.813,32.748289244396055,9.11177845441989,33.992277873615016
10.826,32.85042178623259,9.070974777283164,34.07980039471317
10.84,33.00653444316217,9.025261134719123,34.218221089026855
10.853,33.189268680832214,8.979150493442864,34.382447544530116
10.866,33.36973833377105,8.936881570310135,34.54572750234243
10.88,33.52365105693362,8.901746414337174,34.685389855272085
10.893,33.63585595388473,8.875654178039689,34.78718216295531
10.906,33.70238299898268,8.858994889062805,34.84727263724606
10.92,33.729670037137126,8.850800346003144,34.87158309539381
10.933,33.73135098171098,8.8491381741114,34.872787176764206
10.946,33.72354508711672,8.851632414601474,34.86586998263513
10.96,33.71991181811193,8.855987832119222,34.86346186918173
10.973,33.727747660403395,8.860407126376767,34.87216334971197
10.986,33.74610351585085,8.863825747207537,34.890785450880585
11.0,33.76637023777254,8.865938335568396,34.910924101267106
11.013,33.77514584904355,8.867041675363595,34.91969222654745
11.026,33.7586148510423,8.867759540928573,34.90388568536093
11.04,33.70727867888422,8.868736166012988,34.85448489245408
11.053,33.61977168157172,8.870383460254189,34.7702854554426
11.066,33.50470555903641,8.872744459493843,34.65964351866886
11.08,33.37995880317567,8.87549870891482,34.5397760130788
11.093,33.26945453617231,8.878094373673605,34.433663250405
11.106,33.19810071163144,8.879957473772212,34.36520821405898
11.12,33.18604871688831,8.880709343631517,34.353760025443336
11.133,33.243640908190564,8.88032372123246,34.40929831058176
11.146,33.36830705820325,8.879174150234444,34.529460602805955
11.16,33.54425265254932,8.877955122502252,34.699207097212266
11.173,33.74514988053153,8.87749765186226,34.893338977781376
11.186,33.939339198899354,8.878531656479538,35.081434828596386
11.2,34.09643968109633,8.88146496137494,35.234182533255556
11.213,34.19389624499621,8.886246885512753,35.329703142311445
11.226,34.221955143091456,8.892363202767987,35.35839839621848
11.24,34.18587428456412,8.89897380630378,35.325143105234595
11.253,34.104779090644456,8.905163633212153,35.248232525276265
11.266,34.00733586635153,8.910242051446547,35.15524578412453
11.28,33.9251611456906,8.914005796337758,35.07671675197407
11.293,33.88544356632398,8.916882056470092,35.03903639222297
11.306,33.90448919632265,8.919892633972141,35.05822117942024
11.32,33.98374677549025,8.924422672255062,35.136026595699526
11.333,34.10934805717271,8.931828762225912,35.25939860410381
11.346,34.25541694065652,8.942968960563775,35.403534902715926
11.36,34.39052881408082,8.957769040725967,35.53800920562534
11.373,34.485934279317846,8.974945811496221,35.634664519772365
11.386,34.523677963122296,8.991985676218084,35.67548382997331
11.4,34.50266444356322,9.005427569988486,35.658541465172554
11.413,34.441083822634226,9.011433268047101,35.60048011505158
11.426,34.374346583931455,9.006558775806777,35.53468452166562
11.44,34.34864249730331,8.988583819478837,35.50526553185242
11.453,34.41122712630325,8.957226345193467,35.55790286472273
11.466,34.59933521222656,8.914574365777147,35.72931056221197
11.48,34.930040881989754,8.865110085700486,36.03745180848757
11.493,35.39332380833039,8.815274476229396,36.47459985102768
11.506,35.95005246851062,8.772610716905582,37.00493171563803
11.52,36.53565955326428,8.744613997528413,37.56757502099119
11.533,37.06914550537805,8.737484126847644,38.084973117567046
11.546,37.465937724672784,8.75501053427854,38.47527386574899
11.56,37.65228845466071,8.797807691176322,38.666474445492156
